CowTagID,Minimum_Salinity,Minimum_Temperature,Minimum_TA,Minimum_pH,Minimum_Phosphate_umolL,Minimum_Silicate_umolL,Minimum_NN_umolL,Minimum_NNP_umolL,Minimum_Ammonia_umolL,Maximum_Salinity,Maximum_Temperature,Maximum_TA,Maximum_pH,Maximum_Phosphate_umolL,Maximum_Silicate_umolL,Maximum_NN_umolL,Maximum_NNP_umolL,Maximum_Ammonia_umolL,Mean_Salinity,Mean_Temperature,Mean_TA,Mean_pH,Mean_Phosphate_umolL,Mean_Silicate_umolL,Mean_NN_umolL,Mean_NNP_umolL,Mean_Ammonia_umolL,CV_Salinity,CV_Temperature,CV_TA,CV_pH,CV_Phosphate_umolL,CV_Silicate_umolL,CV_NN_umolL,CV_Ammonia_umolL,sd_Salinity,sd_Temperature,sd_TA,sd_pH,sd_Phosphate_umolL,sd_Silicate_umolL,sd_NN_umolL,sd_NNP_umolL,sd_Ammonia_umolL,Low_Tide_Mean_Salinity,Low_Tide_Mean_Temperature,Low_Tide_Mean_TA,Low_Tide_Mean_pH,Low_Tide_Mean_Phosphate_umolL,Low_Tide_Mean_Silicate_umolL,Low_Tide_Mean_NN_umolL,Low_Tide_Mean_NNP_umolL,Low_Tide_Mean_Ammonia_umolL,Time,Pin_Number,Location,lat,lon,dist_to_seep_m,adj_CT_depth_cm,dist_to_crest
V19,36.27,26.74,2317.13505,7.950193417749299,0.11887111,0.7,0.067080879,0.5643160815104695,0.14,36.63,29.37,2369.352141,8.09779178367134,0.22,1.29,0.47,2.136363636363636,0.950458716,36.5175,28.11875,2337.98002575,8.026288902217969,0.177265877875,1.00265511025,0.25546221825,1.3337065134143191,0.320101337375,0.0032917957911059678,0.03378792603579687,0.008002544469274854,0.00610277642599558,0.22141576620165643,0.22337998850036647,0.6092147955909448,0.8624670467738512,0.12020815280171215,0.9500742452190633,18.709789124340745,0.04898264670068576,0.03924946017110238,0.2239730869974787,0.15563136307238307,0.6370494146797469,0.27607685511417646,36.575,28.165,2336.63244825,8.028591535645806,0.18132532925,1.0787254160000002,0.2723366555,1.4380288399306034,0.35505903325,All,19,Varari,-17.54050802,-149.89978,52.88953478,82.9,700
V2,36.09,27.15,2328.302637,7.9252367683307154,0.147550467,0.92,0.232831964,1.3338282256615983,0.163935715,36.64,29.32,2365.03174,8.05555174101946,0.26,5.76,1.05,4.038461538461538,2.4,36.425,28.27,2347.598096375,8.00054531143662,0.190153339375,2.2096600595,0.548556364625,2.792423915456676,0.61371223525,0.004654418260346058,0.026374805696415635,0.005280704487036378,0.0065205589408664725,0.1878711158526272,0.7666963858633622,0.4624911181739919,1.2160301160405074,0.16953718513310514,0.74561575703767,12.39697180128552,0.052168027262295386,0.035724320051484564,1.6941383816052715,0.2537024464568763,0.8513631799140403,0.7462925606465366,36.3475,28.335,2350.71627425,7.990588696433896,0.1972792665,3.32593137175,0.65829689425,3.232506648361251,0.8874301245,All,2,Varari,-17.53989003,-149.900519,134.1793292,69.2,700
V20,36.29,27.01,2310.803421,7.930857651646049,0.147596874,0.75,0.119176652,0.7160423005550925,0.15511487,36.66,29.4,2363.766285,8.076786968432812,0.27,1.88,0.61,2.3,0.465584632,36.50875,28.23125,2331.261619875,8.013553448871276,0.183378119625,1.365156752375,0.311787091125,1.620578851411646,0.27032725375,0.003323969423209095,0.03088079147999855,0.007949707636080333,0.006769950053150993,0.22086877741649463,0.27063785975997967,0.5462892809926106,0.4213082286705625,0.12135396867958503,0.871803344469709,18.532848301221296,0.05425135659711442,0.040502501086509456,0.3694631016996545,0.1703259458334538,0.6127192262638577,0.11389109643879015,36.535,28.305,2328.7855055,8.006862998673318,0.1907475195,1.46813996975,0.3531521435,1.7796367995863775,0.27847591075,All,20,Varari,-17.54045103,-149.899509,25.1434552,65,700
V3,36.35,27.27,2338.368209,7.917425625901645,0.112838235,0.940740334,0.17487767,1.170570021232453,0.223401416,36.63,29.31,2380.835159,8.069751700432176,0.24,3.38,0.82,3.4166666666666665,0.66846408,36.497142857142855,28.384285714285717,2353.1881085714285,8.004229408133398,0.18104038075,1.7134392475,0.4179128175,2.2228699072432634,0.40490870075,0.002797398682124562,0.024259696294982244,0.006246104240484649,0.007362509287323,0.2213859240145112,0.5536840871324313,0.5089151038693658,0.3356378365556495,0.10209705932988328,0.6885941509785746,14.698258223606052,0.05893121335524602,0.04007979197627767,0.9487040456089176,0.2126821449263518,0.7816116439938791,0.1359026803222889,36.4675,28.285,2355.17410475,7.999015460457805,0.187864989,2.26399907775,0.531605573,2.745190607103375,0.4318510275,All,3,Varari,-17.54012598,-149.90056,131.9140796,52,700
V4,36.4,27.1,2320.14392,7.948435472894355,0.128152455,0.84,0.184071041,1.13145487979009,0.132552707,36.65,29.33,2362.8142,8.070973742992923,0.24,3.01,1.06,4.416666666666667,1.07,36.52375,28.265,2342.70559225,8.01838901396116,0.185036672875,1.270093439375,0.418684395875,2.0912203612527005,0.412108263375,0.0020589919883103524,0.027057428355954424,0.006942331285487424,0.005635913912924132,0.2565328123149091,0.5855303632635409,0.7284585033679988,0.6968864733093554,0.07520210863305023,0.7647782124810518,16.26383832576352,0.04519095020302172,0.047467978074017605,0.7436782729358838,0.30499420840263725,1.049527215802881,0.28719267428504675,36.51,28.345,2345.1256635,8.017185161516048,0.18978425525,1.6820135835,0.5402431400000001,2.5870277382775027,0.55400548225,All,4,Varari,-17.54024902,-149.900454,119.3452203,58.7,700
V5,36.23,26.97,2321.38849,7.94626126726384,0.116086706,0.86,0.135219987,0.8352576752880314,0.04,36.61,29.37,2366.352432,8.061337258650727,0.25,5.43,1.05,4.2,0.470025058,36.48,28.205,2343.904706625,8.01448883965581,0.17793991250000002,1.693587049125,0.42712633325,2.2548494811670143,0.29266547375,0.003385959636782172,0.02956287217872607,0.007482307218420386,0.005805768661124361,0.2313407952922386,0.9408887390605094,0.6688366045313666,0.5256944647421006,0.12351980754981363,0.8338208098009687,17.537815105669754,0.046530268140204646,0.04116476087198136,1.5934769831404303,0.28567772643686296,0.9879007441188088,0.15385261957149954,36.4225,28.285,2351.0927145,8.00733123087945,0.188885612,2.49557079375,0.51901635425,2.53108521046912,0.41533136125,All,5,Varari,-17.54025003,-149.900336,106.8312081,70.9,700
V6,36.31,27.24,2322.780484,7.91622854131028,0.141610406,1.05,0.134498939,0.9497814659185428,0.12,36.58,29.29,2405.71887,8.059622827798533,0.25,5,0.92,3.68,0.43,36.4525,28.25625,2349.59705475,8.005361683368475,0.1885234655,2.79623498725,0.464802269375,2.353737582659092,0.28077359825,0.002686870096380529,0.025770112075652187,0.011212345310778634,0.006708502639328028,0.17804726106183758,0.542764581031486,0.527042405516669,0.4188907685009329,0.09794313218831124,0.7281667293376471,26.344493519045454,0.05370398998165288,0.03356608667816083,1.5176973113203287,0.2449705061410068,0.9417966345421772,0.11761346834571468,36.4025,28.3175,2362.90435175,7.997130709591453,0.20268565,4.00505053725,0.61219278825,2.9619420784292827,0.3407284905,All,6,Varari,-17.54002498,-149.900106,87.85163569,67.7,700
V7,36.26,27.08,2332.53922,7.913070487026856,0.148432195,1.01,0.168388231,1.1344454685184708,0.162075537,36.58,29.48,2371.959181,8.077050143338493,0.25,5.850910131,0.92,4.181818181818182,0.7,36.42428571428572,28.43857142857143,2345.603075142857,8.001684770343509,0.196011863875,2.92509483825,0.5113091205,2.4999810439692345,0.32946965525,0.0029048627883984006,0.02874132386462104,0.006117397026151407,0.007317307410968211,0.18497081709894736,0.5219340461646339,0.5246893809225635,0.5443912997613045,0.10580755216542004,0.8173621916757301,14.348985276410508,0.058550787270266025,0.03625647462204639,1.526706584343108,0.2682784658952054,1.0309607623724608,0.1793604138534564,36.3775,28.325,2350.18324325,8.000896779013116,0.2010206465,3.9576941135,0.65222647475,3.1615263193565832,0.40597611775,All,7,Varari,-17.54004803,-149.899985,74.95438052,45.9,700
V8,36.04,27.03,2321.38849,7.930211620385833,0.145415758,0.77,0.169830328,1.0209512277337116,0.13123258,36.68,29.43,2363.226902,8.055299748971068,0.26,8.28,1.34,5.153846153846154,0.54,36.46875,28.265,2341.90313775,8.003253581322948,0.18645836625,2.56918465475,0.49092993325,2.446987212067932,0.287798073375,0.005257017779108564,0.03095881899595876,0.006202013739927391,0.006458860660593068,0.1932096373139548,0.9633010204134428,0.7467423392493923,0.47958691577584667,0.19171686713186545,0.8750510189207743,14.52451543790457,0.051691899713157366,0.03602555331731505,2.4748981995512334,0.366598166762653,1.2310752424215916,0.13802419037614708,36.4075,28.3375,2349.84303575,7.985886721805437,0.194976495,3.876452652,0.63788083775,3.009875276892465,0.3851089105,All,8,Varari,-17.54014903,-149.899896,62.34195113,37.9,700
V9,36.38,27.16,2318.333575,7.93202266004098,0.131586553,0.97,0.105927381,0.6669343347531018,0.163515675,36.61,29.45,2372.370084,8.069159867538033,0.24,2.37,0.66,2.7500000000000004,0.45,36.49875,28.3875,2344.941331125,8.011414621767011,0.18561393775,1.28478809875,0.37027853325,1.8671462380184984,0.25253482925,0.002403903372922545,0.02995296755759828,0.007336041585446449,0.006474612797771212,0.23296695712362184,0.3684334237590348,0.5662017953290038,0.40611514536937887,0.08773946823245676,0.8502898665413211,17.202587120565152,0.051870807638344105,0.043241914277350864,0.4733588780273234,0.20965237029794023,0.7193544159423718,0.10255821889169502,36.4825,28.435,2352.00076,8.00793096002875,0.18862441175,1.53515838975,0.4182850645,2.098480710090165,0.324716716,All,9,Varari,-17.540245,-149.899765,46.50132203,77,700
